Country,City,Yield,Text,meanYield,Text_numbeo,CountryCity,latitude,longitude
Australia,Brisbane,4.513488372093024,"                                   Price    Rent Yield
Neighbor          Apartments                          
Inner City Region 0-Studio      $208,000  $1,541  8.9%
                  1-Bedroom     $389,000  $1,950  6.0%
                  2-Bedroom     $620,000  $2,730  5.3%
                  3-Bedroom   $1,460,000  $4,117  3.4%
                  4+Bedroom   $2,487,500  $5,200  2.5%
Northern Region   1-Bedroom     $375,000  $1,505  4.8%
                  2-Bedroom     $485,000  $1,978  4.9%
                  3-Bedroom     $675,000  $2,719  4.8%
Southern Region   1-Bedroom     $349,000  $1,430  4.9%
                  2-Bedroom     $440,000  $1,972  5.4%
                  3-Bedroom     $504,500  $2,210  5.3%
                  4+Bedroom   $1,400,000  $2,600  2.2%
Western Region    0-Studio      $322,500  $1,213  4.5%
                  1-Bedroom     $337,000  $1,354  4.8%
                  2-Bedroom     $497,000  $2,058  5.0%
                  3-Bedroom     $799,000  $2,210  3.3%
                  4+Bedroom   $2,622,500  $2,557  1.2%",3.902983672961384,"                                 Price    Rent Yield
Neighbor          Apartments                        
City Center       1-Bedroom   $441,905  $1,678  4.6%
                  3-Bedroom   $972,191  $2,633  3.3%
Outside of Center 1-Bedroom   $319,918  $1,389  5.2%
                  3-Bedroom   $703,821  $1,643  2.8%","Brisbane, Australia",-27.4689682,153.0234991
Australia,Canberra,5.497062149161075,"                                        Price    Rent Yield
Neighbor                 Apartments                        
Canberra (all locations) 0-Studio    $245,000  $1,582  7.7%
                         1-Bedroom   $418,750  $2,037  5.8%
                         2-Bedroom   $579,900  $2,492  5.2%
                         3-Bedroom   $833,900  $3,142  4.5%",5.264348345421073,"                                 Price    Rent Yield
Neighbor          Apartments                        
City Center       1-Bedroom   $354,285  $1,845  6.2%
                  3-Bedroom   $779,427  $2,844  4.4%
Outside of Center 1-Bedroom   $289,194  $1,482  6.2%
                  3-Bedroom   $636,227  $2,236  4.2%","Canberra, Australia",-35.2975906,149.1012676
Australia,Darwin,6.77434869739479,"                                        Price    Rent Yield
Neighbor               Apartments                          
City Center            1-Bedroom     $420,000  $2,080  5.9%
                       2-Bedroom     $650,000  $3,033  5.6%
                       3-Bedroom     $749,000  $3,683  5.9%
Darwin (all locations) 0-Studio      $217,500  $1,276  7.0%
                       1-Bedroom     $270,000  $1,820  8.1%
                       2-Bedroom     $395,000  $2,145  6.5%
                       3-Bedroom     $499,000  $2,817  6.8%
                       4+Bedroom   $1,074,500  $2,817  3.1%",,,"Darwin, Australia",-12.46044,130.8410469
Australia,Gold Coast,4.892867981790592,"                                            Price    Rent Yield
Neighbor                   Apartments                          
Gold Coast (all locations) 0-Studio      $320,000  $1,777  6.7%
                           1-Bedroom     $449,500  $1,950  5.2%
                           2-Bedroom     $659,000  $2,687  4.9%
                           3-Bedroom   $1,139,000  $3,683  3.9%
                           4+Bedroom   $3,712,500  $7,692  2.5%",,,"Gold Coast, Australia",-28.0023731,153.4145987
Australia,Melbourne,3.968,"                                                 Price    Rent Yield
Neighbor                        Apartments                          
Eastern Melbourne               1-Bedroom     $360,000  $1,606  5.4%
                                2-Bedroom     $525,000  $1,736  4.0%
                                3-Bedroom     $775,000  $2,062  3.2%
Inner East Melbourne            0-Studio      $229,500  $1,107  5.8%
                                1-Bedroom     $393,500  $1,582  4.8%
                                2-Bedroom     $630,000  $2,803  5.3%
                                3-Bedroom   $1,345,000  $2,687  2.4%
                                4+Bedroom   $3,200,000  $3,250  1.2%
Melbourne City - Greater Region 0-Studio      $259,000  $1,387  6.4%
                                1-Bedroom     $389,000  $1,863  5.7%
                                2-Bedroom     $630,000  $2,604  5.0%
                                3-Bedroom   $1,395,000  $4,117  3.5%
                                4+Bedroom   $3,200,000  $6,500  2.4%
South-East Melbourne            1-Bedroom     $370,000  $1,172  3.8%
                                2-Bedroom     $480,000  $1,736  4.3%
                                3-Bedroom     $665,000  $1,863  3.4%",4.153610131058888,"                                 Price    Rent Yield
Neighbor          Apartments                        
City Center       1-Bedroom   $374,892  $1,496  4.8%
                  3-Bedroom   $824,762  $2,789  4.1%
Outside of Center 1-Bedroom   $339,100  $1,201  4.2%
                  3-Bedroom   $746,021  $1,825  2.9%","Melbourne, Australia",-37.8142176,144.9631608
Australia,Perth,5.50022271714922,"                                       Price    Rent Yield
Neighbor              Apartments                          
City Center           0-Studio      $350,000  $1,647  5.6%
                      1-Bedroom     $334,000  $1,820  6.5%
                      2-Bedroom     $520,000  $2,383  5.5%
                      3-Bedroom     $925,000  $3,683  4.8%
                      4+Bedroom   $2,970,000  $5,850  2.4%
Perth (all locations) 0-Studio      $345,000  $1,343  4.7%
                      1-Bedroom     $315,000  $1,712  6.5%
                      2-Bedroom     $449,000  $2,058  5.5%
                      3-Bedroom     $595,000  $3,077  6.2%
                      4+Bedroom   $2,200,000  $5,092  2.8%",4.734586407960649,"                                 Price    Rent Yield
Neighbor          Apartments                        
City Center       1-Bedroom   $330,938  $1,662  6.0%
                  3-Bedroom   $728,062  $2,494  4.1%
Outside of Center 1-Bedroom   $268,620  $1,200  5.4%
                  3-Bedroom   $590,963  $1,818  3.7%","Perth, Australia",-31.9558964,115.8605801
Australia,Sydney,3.9554285714285706,"                                Price     Rent Yield
Neighbor       Apartments                           
NSW 2000       0-Studio      $404,000   $1,712  5.1%
               1-Bedroom     $650,000   $2,448  4.5%
               2-Bedroom   $1,100,000   $3,467  3.8%
               3-Bedroom   $1,580,000   $4,117  3.1%
               4+Bedroom   $3,775,000  $10,833  3.4%
Sydney         1-Bedroom     $574,000   $2,167  4.5%
               2-Bedroom     $680,000   $2,817  5.0%
               3-Bedroom     $865,000   $3,120  4.3%
Sydney CBD     0-Studio      $750,000   $2,678  4.3%
               1-Bedroom     $875,000   $3,120  4.3%
               2-Bedroom   $1,575,000   $4,767  3.6%
               3-Bedroom   $3,300,000   $8,667  3.2%
Western Sydney 0-Studio      $400,000   $1,473  4.4%
               1-Bedroom     $479,000   $1,647  4.1%
               2-Bedroom     $513,000   $1,820  4.3%
               3-Bedroom     $650,000   $1,993  3.7%",3.0783945709328546,"                                   Price    Rent Yield
Neighbor          Apartments                          
City Center       1-Bedroom     $753,546  $2,003  3.2%
                  3-Bedroom   $1,657,802  $4,098  3.0%
Outside of Center 1-Bedroom     $473,779  $1,455  3.7%
                  3-Bedroom   $1,042,314  $2,544  2.9%","Sydney, Australia",-33.8698439,151.2082848
Austria,Graz,3.7413268107622426,"                                    Price    Rent Yield
Neighbor             Apartments                        
Graz (all locations) 0-Studio    $144,008    $494  4.1%
                     1-Bedroom   $200,639    $648  3.9%
                     2-Bedroom   $298,463    $897  3.6%
                     3-Bedroom   $397,669  $1,128  3.4%",2.7307178138526207,"                                 Price    Rent Yield
Neighbor          Apartments                        
City Center       1-Bedroom   $324,552    $693  2.6%
                  3-Bedroom   $714,016  $1,515  2.5%
Outside of Center 1-Bedroom   $233,948    $632  3.2%
                  3-Bedroom   $514,686  $1,244  2.9%","Graz, Austria",47.0708678,15.4382786
Austria,Innsbruck,,,2.4624579379264064,"                                 Price    Rent Yield
Neighbor          Apartments                        
City Center       1-Bedroom   $442,879  $1,028  2.8%
                  3-Bedroom   $974,334  $1,738  2.1%
Outside of Center 1-Bedroom   $370,338    $894  2.9%
                  3-Bedroom   $814,742  $1,433  2.1%","Innsbruck, Austria",47.2654296,11.3927685
Austria,Linz,,,3.8045216119282395,"                                 Price    Rent Yield
Neighbor          Apartments                        
City Center       1-Bedroom   $228,201    $762  4.0%
                  3-Bedroom   $502,042  $1,508  3.6%
Outside of Center 1-Bedroom   $176,476    $653  4.4%
                  3-Bedroom   $388,246  $1,088  3.4%","Linz, Austria",48.3059078,14.286198
Austria,Salzburg,2.7452137789706983,"                                          Price    Rent Yield
Neighbor                 Apartments                          
Salzburg (all locations) 0-Studio      $208,624    $743  4.3%
                         1-Bedroom     $423,438  $1,040  2.9%
                         2-Bedroom     $640,198  $1,357  2.5%
                         3-Bedroom   $1,087,043  $1,677  1.9%",3.0822369916565675,"                                 Price    Rent Yield
Neighbor          Apartments                        
City Center       1-Bedroom   $381,736  $1,085  3.4%
                  3-Bedroom   $839,818  $1,695  2.4%
Outside of Center 1-Bedroom   $274,166    $896  3.9%
                  3-Bedroom   $603,164  $1,384  2.8%","Salzburg, Austria",47.7981346,13.0464806
Austria,Vienna,2.7348453535250723,"                                           Price    Rent Yield
Neighbor                  Apartments                          
Donaustadt - District 22  0-Studio      $300,869    $669  2.7%
                          1-Bedroom     $314,434    $791  3.0%
                          2-Bedroom     $408,266    $978  2.9%
                          3-Bedroom     $677,231  $1,496  2.7%
Döbling - District 19     0-Studio      $593,931    $627  1.3%
                          1-Bedroom     $638,850    $927  1.7%
                          2-Bedroom     $988,221  $1,277  1.6%
                          3-Bedroom   $1,487,323  $1,961  1.6%
Favoriten - District 10   0-Studio      $202,425    $698  4.1%
                          1-Bedroom     $274,506    $764  3.3%
                          2-Bedroom     $439,209    $997  2.7%
                          3-Bedroom     $544,021  $1,746  3.9%
Floridsdorf - District 21 0-Studio      $233,580    $698  3.6%
                          1-Bedroom     $333,401    $847  3.1%
                          2-Bedroom     $414,027  $1,147  3.3%
                          3-Bedroom     $549,013  $1,620  3.5%
Landstraße - District 3   0-Studio      $197,644    $649  3.9%
                          1-Bedroom     $398,283    $909  2.7%
                          2-Bedroom     $678,379  $1,543  2.7%
                          3-Bedroom   $1,196,846  $2,341  2.3%
Liesing - District 23     0-Studio      $218,608    $597  3.3%
                          1-Bedroom     $268,517    $847  3.8%
                          2-Bedroom     $448,193  $1,147  3.1%
                          3-Bedroom     $548,015  $1,396  3.1%
Penzing - District 14     0-Studio      $202,449    $612  3.6%
                          1-Bedroom     $289,379    $789  3.3%
                          2-Bedroom     $429,128  $1,098  3.1%
                          3-Bedroom     $858,524  $1,602  2.2%
Währing - District 18     0-Studio      $228,589    $618  3.2%
                          1-Bedroom     $395,011    $863  2.6%
                          2-Bedroom     $609,882  $1,148  2.3%
                          3-Bedroom     $833,500  $1,571  2.3%",2.681612516666572,"                                 Price    Rent Yield
Neighbor          Apartments                        
City Center       1-Bedroom   $406,314    $914  2.7%
                  3-Bedroom   $893,891  $1,649  2.2%
Outside of Center 1-Bedroom   $242,782    $697  3.4%
                  3-Bedroom   $534,119  $1,186  2.7%","Vienna, Austria",48.2083537,16.3725042
Austria,Villach,,,3.710779260092206,"                                 Price    Rent Yield
Neighbor          Apartments                        
City Center       1-Bedroom   $197,595    $650  3.9%
                  3-Bedroom   $434,709  $1,278  3.5%
Outside of Center 1-Bedroom   $179,618    $583  3.9%
                  3-Bedroom   $395,158  $1,116  3.4%","Villach, Austria",46.6167284,13.8500268
Azerbaijan,Baku,6.062312827980328,"                         Price    Rent  Yield
Neighbor  Apartments                         
Binəqədi  1-Bedroom    $44,118    $235   6.4%
          2-Bedroom    $62,206    $324   6.3%
          3-Bedroom    $85,294    $353   5.0%
          4-Bedroom   $108,824    $324   3.6%
Nizami    1-Bedroom    $41,176    $206   6.0%
          2-Bedroom    $63,529    $324   6.1%
          3-Bedroom    $85,588    $382   5.4%
Nərimanov 1-Bedroom    $50,588    $206   4.9%
          2-Bedroom    $79,412    $412   6.2%
          3-Bedroom   $129,412    $500   4.6%
          4+Bedroom   $295,294  $1,150   4.7%
          4-Bedroom   $191,176    $647   4.1%
Nəsimi    1-Bedroom    $54,412    $206   4.5%
          2-Bedroom    $74,706    $471   7.6%
          3-Bedroom   $132,147    $588   5.3%
          4+Bedroom   $344,118  $2,500   8.7%
          4-Bedroom   $202,941    $879   5.2%
Səbail    1-Bedroom    $52,059    $176   4.1%
          2-Bedroom    $80,588    $412   6.1%
          3-Bedroom   $114,706    $647   6.8%
          4+Bedroom   $291,176  $1,471   6.1%
          4-Bedroom   $217,647  $1,059   5.8%
Xətai     1-Bedroom    $51,471    $294   6.9%
          2-Bedroom    $65,000    $558  10.3%
          3-Bedroom    $98,235    $735   9.0%
          4+Bedroom   $175,882  $1,900  13.0%
          4-Bedroom   $158,824  $1,176   8.9%
Yasamal   1-Bedroom    $44,118    $235   6.4%
          2-Bedroom    $68,235    $353   6.2%
          3-Bedroom   $108,235    $471   5.2%
          4+Bedroom   $272,059    $824   3.6%
          4-Bedroom   $147,941    $706   5.7%",5.5443410140710565,"                                 Price  Rent Yield
Neighbor          Apartments                      
City Center       1-Bedroom    $80,734  $368  5.5%
                  3-Bedroom   $177,614  $818  5.5%
Outside of Center 1-Bedroom    $38,614  $222  6.9%
                  3-Bedroom    $84,952  $394  5.6%","Baku, Azerbaijan",40.3755885,49.8328009
Bahrain,Manama,6.748688854438104,"                                      Price    Rent  Yield
Neighbor               Apartments                         
Al Juffair             0-Studio     $98,151    $769   9.4%
                       1-Bedroom   $137,942  $1,008   8.8%
                       2-Bedroom   $185,691  $1,194   7.7%
                       3-Bedroom   $238,746  $1,592   8.0%
Manama (all locations) 0-Studio    $104,783    $796   9.1%
                       1-Bedroom   $156,511    $995   7.6%
                       2-Bedroom   $238,746  $1,194   6.0%
                       3-Bedroom   $331,592  $1,724   6.2%
                       4+Bedroom   $424,438  $2,387   6.7%
Seef                   0-Studio    $103,457    $928  10.8%
                       1-Bedroom   $169,112  $1,114   7.9%
                       2-Bedroom   $238,746  $1,459   7.3%
                       3-Bedroom   $305,065  $1,990   7.8%
                       4+Bedroom   $332,918  $3,183  11.5%",,,"Manama, Bahrain",26.2235041,50.5822436
Bahrain,Muharraq,6.647293229157604,"                                        Price    Rent  Yield
Neighbor                 Apartments                         
Amwaj Islands            1-Bedroom   $145,900    $928   7.6%
                         2-Bedroom   $192,323  $1,260   7.9%
                         3-Bedroom   $261,294  $1,857   8.5%
                         4+Bedroom   $342,203  $3,051  10.7%
Diyar Al Muharrag        0-Studio    $198,658    $928   5.6%
                         1-Bedroom   $205,587    $982   5.7%
                         2-Bedroom   $311,548  $1,326   5.1%
                         3-Bedroom   $360,475  $2,255   7.5%
Muharraq (all locations) 0-Studio    $107,436    $743   8.3%
                         1-Bedroom   $172,401    $955   6.6%
                         2-Bedroom   $220,819  $1,220   6.6%
                         3-Bedroom   $315,378  $1,724   6.6%
                         4+Bedroom   $252,010  $2,321  11.1%",,,"Muharraq, Bahrain",26.2465946,50.6164127
Bangladesh,Chittagong,,,3.744590269379816,"                                Price  Rent Yield
Neighbor          Apartments                     
City Center       1-Bedroom   $34,156   $87  3.1%
                  3-Bedroom   $75,143  $266  4.3%
Outside of Center 1-Bedroom   $21,007   $57  3.2%
                  3-Bedroom   $46,215  $182  4.7%","Chittagong, Bangladesh",22.3336887,91.8342162
Bangladesh,Dhaka,,,3.528044262805484,"                                 Price  Rent Yield
Neighbor          Apartments                      
City Center       1-Bedroom    $57,346  $138  2.9%
                  3-Bedroom   $126,161  $350  3.3%
Outside of Center 1-Bedroom    $27,308   $85  3.7%
                  3-Bedroom    $60,079  $189  3.8%","Dhaka, Bangladesh",23.7644025,90.389015
Belarus,Minsk,,,4.740754314435115,"                                 Price  Rent Yield
Neighbor          Apartments                      
City Center       1-Bedroom    $97,237  $407  5.0%
                  3-Bedroom   $213,921  $796  4.5%
Outside of Center 1-Bedroom    $61,307  $260  5.1%
                  3-Bedroom   $134,875  $500  4.4%","Minsk, Belarus",53.9024716,27.5618225
Belgium,Antwerp,3.3010346163067332,"                                  Price    Rent Yield
Neighbor           Apartments                        
Antwerp (combined) 0-Studio    $144,739    $674  5.6%
                   1-Bedroom   $218,607    $774  4.2%
                   2-Bedroom   $274,506    $898  3.9%
                   3-Bedroom   $348,373  $1,193  4.1%
                   4+Bedroom   $538,032  $1,847  4.1%
Antwerp City       0-Studio    $165,702    $774  5.6%
                   1-Bedroom   $278,998    $873  3.8%
                   2-Bedroom   $484,129  $1,148  2.8%
                   3-Bedroom   $696,746  $1,482  2.6%",4.791614500508798,"                                 Price    Rent Yield
Neighbor          Apartments                        
City Center       1-Bedroom   $210,890    $885  5.0%
                  3-Bedroom   $463,957  $1,441  3.7%
Outside of Center 1-Bedroom   $145,662    $744  6.1%
                  3-Bedroom   $320,456  $1,214  4.5%","Antwerp, Belgium",51.2211097,4.3997081
Belgium,Brugge,2.6517482517482516,"                                        Price    Rent Yield
Neighbor               Apartments                          
Brugge (all locations) 0-Studio      $159,213    $737  5.6%
                       1-Bedroom     $208,624    $649  3.7%
                       2-Bedroom     $356,858    $789  2.7%
                       3-Bedroom     $743,661  $1,173  1.9%
                       4+Bedroom   $1,147,934  $2,171  2.3%",,,"Brugge, Belgium",51.2085526,3.226772
Belgium,Brussels,4.821428571428572,"                                            Price    Rent Yield
Neighbor                     Apartments                        
Brussels City                0-Studio    $169,445    $749  5.3%
                             1-Bedroom   $259,533    $993  4.6%
                             2-Bedroom   $378,319  $1,405  4.5%
                             3-Bedroom   $558,994  $2,246  4.8%
                             4+Bedroom   $863,446  $3,718  5.2%
Brussels District (combined) 0-Studio    $171,691    $749  5.2%
                             1-Bedroom   $224,596    $908  4.9%
                             2-Bedroom   $299,461  $1,348  5.4%
                             3-Bedroom   $489,120  $1,922  4.7%
                             4+Bedroom   $688,760  $2,965  5.2%",5.4185201631324285,"                                 Price    Rent Yield
Neighbor          Apartments                        
City Center       1-Bedroom   $207,601  $1,034  6.0%
                  3-Bedroom   $456,722  $1,836  4.8%
Outside of Center 1-Bedroom   $177,602    $864  5.8%
                  3-Bedroom   $390,726  $1,628  5.0%","Brussels, Belgium",50.8465573,4.351697
Belgium,Gent,,,5.287767375169725,"                                 Price    Rent Yield
Neighbor          Apartments                        
City Center       1-Bedroom   $185,292    $937  6.1%
                  3-Bedroom   $407,644  $1,531  4.5%
Outside of Center 1-Bedroom   $140,640    $792  6.8%
                  3-Bedroom   $309,407  $1,080  4.2%","Gent, Belgium",51.0538286,3.7250121
Belgium,Kortrijk,3.4811185468451242,"                                        Price  Rent Yield
Neighbor                 Apartments                      
Kortrijk (all locations) 0-Studio    $149,231  $948  7.6%
                         1-Bedroom   $199,641  $624  3.8%
                         2-Bedroom   $261,030  $699  3.2%
                         3-Bedroom   $320,423  $824  3.1%",,,"Kortrijk, Belgium",50.8276429,3.2659884
Belgium,Leuven,4.192139737991266,"                                      Price    Rent Yield
Neighbor               Apartments                        
Leuven (all locations) 0-Studio    $209,124    $742  4.3%
                       1-Bedroom   $228,589    $799  4.2%
                       2-Bedroom   $307,447    $893  3.5%
                       3-Bedroom   $358,355    $973  3.3%
                       4+Bedroom   $419,245  $1,547  4.4%",,,"Leuven, Belgium",50.879202,4.7011675
Belgium,Liège,4.425,"                                     Price    Rent Yield
Neighbor              Apartments                        
Liège (all locations) 0-Studio    $103,813    $502  5.8%
                      1-Bedroom   $159,713    $589  4.4%
                      2-Bedroom   $212,617    $779  4.4%
                      3-Bedroom   $255,041    $888  4.2%
                      4+Bedroom   $324,416  $1,288  4.8%",,,"Liège, Belgium",50.6450944,5.5736112
Belgium,Mechelen,3.7340279720085108,"                                        Price  Rent Yield
Neighbor                 Apartments                      
Mechelen (all locations) 0-Studio    $189,110  $612  3.9%
                         1-Bedroom   $211,552  $739  4.2%
                         2-Bedroom   $283,989  $848  3.6%
                         3-Bedroom   $324,416  $958  3.5%",,,"Mechelen, Belgium",51.0281381,4.4803453
