Location,Country,City,Area,Bedrooms,AssumedSizeSqm,MonthlyRentUSD,PricePerSqmUSD,EstimatedPurchasePriceUSD,GrossRentalYieldPct,YieldIsPlausible
"Atlanta, GA, United States",United States,"Atlanta, GA",City Centre,3,110,3499.5,3893.59,428294.9,9.8049,True
"Atlanta, GA, United States",United States,"Atlanta, GA",Outside of Centre,3,110,2170.45,2624.64,288710.4,9.0213,True
"Richmond, VA, United States",United States,"Richmond, VA",City Centre,1,50,1684.75,3163.98,158199.0,12.7795,True
"Richmond, VA, United States",United States,"Richmond, VA",Outside of Centre,1,50,1500.0,2404.89,120244.5,14.9695,True
"Richmond, VA, United States",United States,"Richmond, VA",City Centre,3,110,2534.5,3163.98,348037.8,8.7387,True
"Richmond, VA, United States",United States,"Richmond, VA",Outside of Centre,3,110,2505.0,2404.89,264537.9,11.3632,True
"Olympia, WA, United States",United States,"Olympia, WA",City Centre,1,50,1713.0,3194.63,159731.5,12.8691,True
"Olympia, WA, United States",United States,"Olympia, WA",Outside of Centre,1,50,1605.0,3028.19,151409.5,12.7205,True
"Olympia, WA, United States",United States,"Olympia, WA",City Centre,3,110,3178.0,3194.63,351409.3,10.8523,True
"Olympia, WA, United States",United States,"Olympia, WA",Outside of Centre,3,110,2382.0,3028.19,333100.9,8.5812,True
"Gainesville, FL, United States",United States,"Gainesville, FL",City Centre,1,50,1664.83,2406.78,120339.0,16.6014,True
"Gainesville, FL, United States",United States,"Gainesville, FL",Outside of Centre,1,50,1298.67,2225.96,111298.0,14.0021,True
"Gainesville, FL, United States",United States,"Gainesville, FL",City Centre,3,110,2776.67,2406.78,264745.8,12.5857,True
"Gainesville, FL, United States",United States,"Gainesville, FL",Outside of Centre,3,110,2248.33,2225.96,244855.6,11.0187,True
"Pittsburgh, PA, United States",United States,"Pittsburgh, PA",City Centre,1,50,1570.0,3169.77,158488.5,11.8873,True
"Pittsburgh, PA, United States",United States,"Pittsburgh, PA",Outside of Centre,1,50,1126.2,2032.16,101608.0,13.3005,True
"Pittsburgh, PA, United States",United States,"Pittsburgh, PA",City Centre,3,110,2481.25,3169.77,348674.7,8.5395,True
"Pittsburgh, PA, United States",United States,"Pittsburgh, PA",Outside of Centre,3,110,1753.83,2032.16,223537.6,9.415,True
"Albuquerque, NM, United States",United States,"Albuquerque, NM",City Centre,1,50,1167.38,2495.21,124760.5,11.2284,True
"Albuquerque, NM, United States",United States,"Albuquerque, NM",Outside of Centre,1,50,1117.78,2240.94,112047.0,11.9712,True
"Albuquerque, NM, United States",United States,"Albuquerque, NM",City Centre,3,110,2300.0,2495.21,274473.1,10.0556,True
"Albuquerque, NM, United States",United States,"Albuquerque, NM",Outside of Centre,3,110,1976.25,2240.94,246503.4,9.6206,True
"Edmonton, Canada",Canada,Edmonton,City Centre,1,50,1092.45,2249.12,112456.0,11.6574,True
"Edmonton, Canada",Canada,Edmonton,Outside of Centre,1,50,912.1,2070.28,103514.0,10.5736,True
"Edmonton, Canada",Canada,Edmonton,City Centre,3,110,1732.52,2249.12,247403.2,8.4034,True
"Edmonton, Canada",Canada,Edmonton,Outside of Centre,3,110,1432.46,2070.28,227730.8,7.5482,True
"Durban, South Africa",South Africa,Durban,City Centre,1,50,477.99,908.11,45405.5,12.6326,True
"Durban, South Africa",South Africa,Durban,Outside of Centre,1,50,377.88,593.2,29660.0,15.2885,True
"Durban, South Africa",South Africa,Durban,City Centre,3,110,826.74,908.11,99892.1,9.9316,True
"Durban, South Africa",South Africa,Durban,Outside of Centre,3,110,783.29,593.2,65252.0,14.4049,True
"Kansas City, MO, United States",United States,"Kansas City, MO",City Centre,1,50,1395.0,2586.89,129344.5,12.9422,True
"Kansas City, MO, United States",United States,"Kansas City, MO",Outside of Centre,1,50,1056.67,1923.33,96166.5,13.1855,True
"Kansas City, MO, United States",United States,"Kansas City, MO",City Centre,3,110,2698.75,2586.89,284557.9,11.3808,True
"Kansas City, MO, United States",United States,"Kansas City, MO",Outside of Centre,3,110,1728.0,1923.33,211566.3,9.8012,True
"Jacksonville, FL, United States",United States,"Jacksonville, FL",City Centre,1,50,1626.67,2408.22,120411.0,16.2112,True
"Jacksonville, FL, United States",United States,"Jacksonville, FL",Outside of Centre,1,50,1100.56,2107.41,105370.5,12.5336,True
"Jacksonville, FL, United States",United States,"Jacksonville, FL",City Centre,3,110,2598.5,2408.22,264904.2,11.771,True
"Jacksonville, FL, United States",United States,"Jacksonville, FL",Outside of Centre,3,110,2005.0,2107.41,231815.1,10.379,True
"Pretoria, South Africa",South Africa,Pretoria,City Centre,1,50,465.27,899.49,44974.5,12.4142,True
"Pretoria, South Africa",South Africa,Pretoria,Outside of Centre,1,50,414.96,712.49,35624.5,13.9778,True
"Pretoria, South Africa",South Africa,Pretoria,City Centre,3,110,989.49,899.49,98943.9,12.0006,True
"Pretoria, South Africa",South Africa,Pretoria,Outside of Centre,3,110,769.98,712.49,78373.9,11.7893,True
"Louisville, KY, United States",United States,"Louisville, KY",City Centre,1,50,1556.5,2700.0,135000.0,13.8356,True
"Louisville, KY, United States",United States,"Louisville, KY",Outside of Centre,1,50,998.43,1810.0,90500.0,13.2389,True
"Louisville, KY, United States",United States,"Louisville, KY",City Centre,3,110,1962.5,2700.0,297000.0,7.9293,True
"Louisville, KY, United States",United States,"Louisville, KY",Outside of Centre,3,110,1929.67,1810.0,199100.0,11.6304,True
"Oklahoma City, OK, United States",United States,"Oklahoma City, OK",City Centre,1,50,1286.5,2460.68,123034.0,12.5478,True
"Oklahoma City, OK, United States",United States,"Oklahoma City, OK",Outside of Centre,1,50,1041.14,1716.01,85800.5,14.5613,True
"Oklahoma City, OK, United States",United States,"Oklahoma City, OK",City Centre,3,110,2280.0,2460.68,270674.8,10.1081,True
"Oklahoma City, OK, United States",United States,"Oklahoma City, OK",Outside of Centre,3,110,1578.57,1716.01,188761.1,10.0354,True
"Baltimore, MD, United States",United States,"Baltimore, MD",City Centre,1,50,1760.0,2499.12,124956.0,16.9019,True
"Baltimore, MD, United States",United States,"Baltimore, MD",Outside of Centre,1,50,1093.33,2322.86,116143.0,11.2964,True
"Baltimore, MD, United States",United States,"Baltimore, MD",City Centre,3,110,2331.0,2499.12,274903.2,10.1752,True
"Baltimore, MD, United States",United States,"Baltimore, MD",Outside of Centre,3,110,2086.67,2322.86,255514.6,9.7998,True
"Indianapolis, IN, United States",United States,"Indianapolis, IN",City Centre,1,50,1720.0,2775.38,138769.0,14.8736,True
"Indianapolis, IN, United States",United States,"Indianapolis, IN",Outside of Centre,1,50,1350.0,1886.46,94323.0,17.175,True
"Indianapolis, IN, United States",United States,"Indianapolis, IN",City Centre,3,110,2676.78,2775.38,305291.8,10.5215,True
"Indianapolis, IN, United States",United States,"Indianapolis, IN",Outside of Centre,3,110,1976.11,1886.46,207510.6,11.4275,True
"Johannesburg, South Africa",South Africa,Johannesburg,City Centre,1,50,515.85,1002.35,50117.5,12.3514,True
"Johannesburg, South Africa",South Africa,Johannesburg,Outside of Centre,1,50,433.36,760.34,38017.0,13.6789,True
"Johannesburg, South Africa",South Africa,Johannesburg,City Centre,3,110,1040.09,1002.35,110258.5,11.3198,True
"Johannesburg, South Africa",South Africa,Johannesburg,Outside of Centre,3,110,892.17,760.34,83637.4,12.8005,True
"Omaha, NE, United States",United States,"Omaha, NE",City Centre,1,50,1459.67,1909.2,95460.0,18.3491,True
"Omaha, NE, United States",United States,"Omaha, NE",Outside of Centre,1,50,1131.89,1844.71,92235.5,14.7261,True
"Omaha, NE, United States",United States,"Omaha, NE",City Centre,3,110,3039.22,1909.2,210012.0,17.366,True
"Omaha, NE, United States",United States,"Omaha, NE",Outside of Centre,3,110,1990.5,1844.71,202918.1,11.7713,True
"Houston, TX, United States",United States,"Houston, TX",City Centre,1,50,1700.27,2378.53,118926.5,17.1562,True
"Houston, TX, United States",United States,"Houston, TX",Outside of Centre,1,50,1434.25,1833.0,91650.0,18.7791,True
"Houston, TX, United States",United States,"Houston, TX",City Centre,3,110,3097.44,2378.53,261638.3,14.2064,True
"Houston, TX, United States",United States,"Houston, TX",Outside of Centre,3,110,2214.46,1833.0,201630.0,13.1793,True
"Greenville, SC, United States",United States,"Greenville, SC",City Centre,1,50,1718.0,2004.4,100220.0,20.5707,True
"Greenville, SC, United States",United States,"Greenville, SC",Outside of Centre,1,50,1234.0,2004.4,100220.0,14.7755,True
"Greenville, SC, United States",United States,"Greenville, SC",City Centre,3,110,2580.0,2004.4,220484.0,14.0418,True
"Greenville, SC, United States",United States,"Greenville, SC",Outside of Centre,3,110,2104.43,2004.4,220484.0,11.4535,True
"Cleveland, OH, United States",United States,"Cleveland, OH",City Centre,1,50,1588.89,1663.63,83181.5,22.9218,True
"Cleveland, OH, United States",United States,"Cleveland, OH",Outside of Centre,1,50,1026.22,1594.69,79734.5,15.4446,True
"Cleveland, OH, United States",United States,"Cleveland, OH",City Centre,3,110,2850.0,1663.63,182999.3,18.6886,True
"Cleveland, OH, United States",United States,"Cleveland, OH",Outside of Centre,3,110,1782.22,1594.69,175415.9,12.192,True
"Memphis, TN, United States",United States,"Memphis, TN",City Centre,1,50,1476.67,1780.5,89025.0,19.9046,True
"Memphis, TN, United States",United States,"Memphis, TN",Outside of Centre,1,50,1178.43,1357.69,67884.5,20.8312,True
"Memphis, TN, United States",United States,"Memphis, TN",City Centre,3,110,2061.67,1780.5,195855.0,12.6318,True
"Memphis, TN, United States",United States,"Memphis, TN",Outside of Centre,3,110,1865.0,1357.69,149345.9,14.9853,True
"Wichita, KS, United States",United States,"Wichita, KS",City Centre,1,50,1004.33,1540.48,77024.0,15.647,True
"Wichita, KS, United States",United States,"Wichita, KS",Outside of Centre,1,50,769.86,1481.96,74098.0,12.4677,True
"Wichita, KS, United States",United States,"Wichita, KS",City Centre,3,110,1593.0,1540.48,169452.8,11.281,True
"Wichita, KS, United States",United States,"Wichita, KS",Outside of Centre,3,110,1303.5,1481.96,163015.6,9.5954,True
"Saint Louis, MO, United States",United States,"Saint Louis, MO",City Centre,1,50,1509.33,1388.5,69425.0,26.0885,False
"Saint Louis, MO, United States",United States,"Saint Louis, MO",Outside of Centre,1,50,936.38,1849.25,92462.5,12.1526,True
"Saint Louis, MO, United States",United States,"Saint Louis, MO",City Centre,3,110,2086.25,1388.5,152735.0,16.3911,True
"Saint Louis, MO, United States",United States,"Saint Louis, MO",Outside of Centre,3,110,1694.29,1849.25,203417.5,9.995,True
